title,year,authors,journal,doi,wos_accession,abstract,source
Psychometric evaluation of a 7-item Connectedness to Nature Scale in a Polish national adult sample,2026,"Bajkowska, K; Modlinska, K; Rycielska, L; Domaradzka, E",CURRENT PSYCHOLOGY,10.1007/s12144-026-09512-9,WOS:001773124000001,"This study presents the Polish adaptation and validation of the Connectedness to Nature Scale (CNS), a measure of emotional connection with nature. Using quota sampling, we recruited 1038 participants matching the Polish population structure in terms of gender, age (range: 18-65), education, and the size of place of residence. Participants completed the CNS and related measures. A 7-item version presented a better fit than the original 14-item scale. Confirmatory factor analysis supported a unidimensional structure and high internal consistency (alpha = 0.93, omega(t) = 0.94). Construct validi",random_sample_395
The German version of the highly sensitive child scale: Psychometric properties and identification of sensitivity groups,2026,"Wehrli, S; Hochreuter, J; Buttelmann, D; Lionetti, F; Pluess, M; Oeri, N; Koechlin, H",CURRENT PSYCHOLOGY,10.1007/s12144-026-09244-w,WOS:001721413800001,"Individuals differ in their sensitivity to external stimuli. The Highly Sensitive Child (HSC) scale can be used to measure sensitivity in children and adolescents. However, the German version has yet to be validated. We examined the psychometric properties of the German self- and the parent report version of the HSC. Measurement invariance (MI) across age groups was tested for the parent report version and latent profile analysis (LPA) was used to identify sensitivity groups. Pooled data from German-speaking countries (N= 250 self-reports; N= 3657 parent reports) was included. The factor struc",random_sample_395
The teacher reflective functioning questionnaire: assessing mentalization in a large sample of Italian teachers,2026,"Cerciello, F; Cecere, G; La Penna, I; Esposito, C; Sica, LS; Frolli, A",CURRENT PSYCHOLOGY,10.1007/s12144-026-09140-3,WOS:001696953700004,"The term mentalization refers to a metacognitive competence underlying the ability to understand others' affective expressions, regulate emotions, control impulses, and engage in self-monitoring. In the scientific literature, research has primarily focused on psychopathological disorders, personality disorders or neurodevelopmental conditions in which this ability is impaired. However, little attention has been given to the role of mentalization in the educational context even though it has a general key role in human relationships. The main aim of the present study is to develop and validate ",random_sample_395
"Spatiotemporal patterns of cultural ecosystem service supply, demand, and flows in urban green-blue spaces: A case study of Hangzhou, China",2026,"Zhang, JT; You, YX; Zheng, S; Lu, J; Liu, C",ECOLOGICAL INDICATORS,10.1016/j.ecolind.2026.115063,WOS:001800029200001,"Rapid urbanization has intensified spatial mismatches between the supply and demand of cultural ecosystem services (CES) in urban green-blue spaces. This study developed an indicator-based spatiotemporal framework to assess CES supply, demand, and service flows in Hangzhou, China, for 2014, 2019, and 2024. Spatial matching and spatial autocorrelation analyses were applied to examine supply-demand relationships and their temporal evolution. A raster-based service flow model was further used to simulate CES transmission pathways under spatial resistance constraints. Results show pronounced spati",random_sample_395
Agricultural livelihood sustainability assessment among the indigenous communities of Sundarban biosphere reserve in India: a cross-sectional mixed methods approach,2026,"Das, S; Sharma, KK; Das, D",ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,10.1007/s10668-024-05008-3,WOS:001246755600002,"Improving the tribal community's livelihood security is a top priority for the Indian government. This study measured the livelihood security among the tribal community of 19 C.D. blocks (C.D. blocks represent the community development blocks in West Bengal of India. In West Bengal C.D. blocks are the sub district level unit.) in the Sundarban Delta, a backward region in southeast India. No such studies consider the whole tribal community in this fragile ecosystem and deal with their livelihood sustainability. However, none of the studies addressed the integrated agricultural system (crop, fis",random_sample_395
Measuring teachers' perception of their participation in Environmental and Sustainability Education programmes: introducing the ESE programme questionnaire,2026,"Gracia, J; Alcántara-Manzanares, J; Torres-Porras, J",ENVIRONMENTAL EDUCATION RESEARCH,10.1080/13504622.2025.2526529,WOS:001521861300001,"This study advances the evaluation of the effectiveness of Environmental and Sustainability Education (ESE) programmes by developing a questionnaire that quantitatively measures teachers' perceptions of the ESE programme in which they have participated. The 28-item questionnaire assesses three validated scales: whole-school approach and perceived effect on students, self-efficacy, and burnout in relation to the programme. Content validity was established through expert judgement, while construct validity was examined using a combination of exploratory and confirmatory factor analyses, along wi",random_sample_395
Fishing Participation Explained Through an Extended Theory of Planned Behavior Model,2026,"Joffe-Nelson, N; Transue, A; Golebie, E; Parkos, JJ; Hunt, LM; van Riper, CJ",ENVIRONMENTAL MANAGEMENT,10.1007/s00267-026-02482-5,WOS:001754036400001,"Internal and external factors work in tandem to shape environmental behavior and guide strategies for natural resource management agencies, yet these factors are rarely integrated in empirical research. This study extended the Theory of Planned Behavior by incorporating constraints and environmental identity into a model to explain behavioral intentions among recreational anglers. Attitudes, perceived behavioral control, and environmental identity were strong correlates of environmental behavior, whereas constraints were weakly and negatively associated with intentions to go fishing the follow",random_sample_395
Associations of forest vs. urban environmental exposure with well-being and nasal microbiome composition: An exploratory pilot study,2026,"Lashus, DC; Gomez, A; Hummel, T; Jacobs, LF; Majid, A; Raju, RM; Smith, CJ; Williams, J; Bratman, GN",ENVIRONMENTAL RESEARCH,10.1016/j.envres.2025.123582,WOS:001658000100001,"The benefits of nature exposure for human well-being are well-recognized, yet much remains to be understood about the underlying causal mechanisms. This exploratory, hypothesis-generating pilot study used a natural experimental design with University of Washington students (Seattle, WA, USA; 2024) to investigate links between the nasal microbiome and well-being over an 8-week forest vs. urban environment exposure. After an academic year (September-May) during which all participants (N = 13) were full-time students in Seattle, one group relocated to remote forest sites in western Washington (n ",random_sample_395
Heat stress and sleep quality in Mediterranean cities: a pilot study introducing the Sleep Comfort Index (SCI),2026,"Ahsissene, S; Ortiz, CP; Raissouni, N",ENVIRONMENTAL RESEARCH COMMUNICATIONS,10.1088/2515-7620/ae3c64,WOS:001683735000001,"Urban heat increasingly affects sleep quality, yet quantitative evidence linking outdoor thermal stress and rest remains limited. This pilot study, conducted in Seville during the summer of 2023, examined how outdoor temperatures influence perceived sleep comfort. A total of 237 in situ outdoor thermal-comfort surveys (22.6 degrees C-41.1 degrees C; 14.7%-54.7% RH) were used to characterise daytime thermal perception and identify local comfort thresholds, and were combined with ERA5-derived solar radiation and wind speed data, as well as an online sleep questionnaire (n = 252). Most participan",random_sample_395
"Mixed methods to assess sacred forest socio-ecosystem dynamics: Case studies from Togo, Benin, Senegal, and Guinea",2026,"Manzini, A; Biao, SB; Hounkpati, K; Manga, SP; Sambou, C; Diankha, M; Soumah, SF; Kokou, K",ENVIRONMENTAL SCIENCE & POLICY,10.1016/j.envsci.2026.104437,WOS:001825749300001,"Africa experienced the highest annual rate of net forest loss globally from 2010 to 2020, primarily driven by human activities. In this context, Sacred Forests (SFs) ecosystems, deeply rooted in local spiritual, cultural, and historical traditions, offer valuable insights into sustainable forest conservation. This study adopts a mixedmethods approach to cross-compare the presence of SFs management practices and assess their effectiveness in mitigating deforestation across four case studies at the core and periphery of the Guinean Forest of West Africa hotspot: Guinea, Senegal (Casamance), Togo",random_sample_395
Predictors of teachers' inclusive practices: a longitudinal study using the theory of planned behaviour,2026,"Gülsün, I; Malinen, OP; Yada, A; Virtanen, T; Savolainen, H",EUROPEAN JOURNAL OF SPECIAL NEEDS EDUCATION,10.1080/08856257.2026.2641554,WOS:001708033800001,"We examined the longitudinal relationship between teachers' affective attitudes towards inclusive education, subjective norms about inclusive practices, self-efficacy, intentions to use inclusive practices, and their inclusive practices. The study used Ajzen's Theory of Planned Behaviour (TPB) and focused on two domains: personalised instructional practices and collaboration and assessment practices. We analysed longitudinal survey data consisting of responses from Finnish basic education teachers (N = 783) to two questionnaires launched in September 2022 and April 2023. The data on affective ",random_sample_395
What farmers want: Insights from a choice experiment to guide forest restoration in in the Peruvian Amazon,2026,"Begazo-Curie, K; Vanermen, I; Vranken, L",FOREST POLICY AND ECONOMICS,10.1016/j.forpol.2026.103735,WOS:001710711000001,"Despite growing recognition of tree-based restoration systems as effective for forest restoration, adoption among farmers remains limited. To enhance participation, it is crucial to understand farmers' preferences and the factors influencing their decision-making, particularly in areas facing high deforestation and forest degradation, such as the Amazon. This study assesses small-scale farmers willingness to adopt tree-based restoration systems on degraded forestlands, identifies key system attributes influencing farmersdecisions, and analyzes differences in adoption patterns across farmer gro",random_sample_395
"Artificial intelligence in human resource management: models for recruitment, training, performance, compensation, and retention",2026,"Safshekan, M; Feili, A; Shojaeifard, A; Sorooshian, S",FRONTIERS IN ARTIFICIAL INTELLIGENCE,10.3389/frai.2026.1718244,WOS:001695318500001,"Introduction In the era of rapid technological advancement, artificial intelligence (AI) has emerged as a transformative force across various industries, including human resource management (HRM). This study examines the application of AI in HRM systems, with a focus on recruitment, hiring, training, performance management, compensation, and human capital retention.Methods This study adopts a qualitative research approach. Experts in artificial intelligence and human resource management were identified, and data were collected through qualitative methods. The data were analyzed using thematic ",random_sample_395
"Extending the theory of planned behavior in mathematics education: teachers' innovative pedagogical knowledge, classroom climate, and gender differences in students' innovative attitudes",2026,"Ben-Motreb, K",FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2026.1799251,WOS:001806399200001,"Fostering students' innovative capacities in mathematics is increasingly recognized as both a psychological and educational priority, yet little is known about how mathematics teachers' innovative pedagogical knowledge and the classroom climate are jointly associated with students' innovative attitudes, particularly in gender-segregated systems. Guided by the Theory of Planned Behavior (TPB), this study surveyed 300 first-year secondary mathematics students in Saudi Arabia (150 males, 150 females) using validated instruments that assessed perceptions of teachers' innovative pedagogical knowled",random_sample_395
Operationalizing cultural ecosystem services in urban green planning: a systematic review,2026,"Park, HY; Ferranti, EJS; Rogers, CDF",FRONTIERS IN SUSTAINABLE CITIES,10.3389/frsc.2026.1768123,WOS:001722295100001,"Cultural Ecosystem Services (CES) capture the non-material benefits that people derive from their interactions with nature, encompassing values such as recreation, aesthetic experience, identity, and wellbeing. Despite increasing recognition in policy and research, CES remain challenging to operationalize in urban green planning, constrained by methodological fragmentation and conceptual ambiguity within the broader ecosystem services framework. Addressing this gap is critical for advancing nature-based urban green planning that connects ecological performance with lived experience. This syste",random_sample_395
Development and validation of a moral shielding questionnaire for adolescents based on decision-making process theory,2026,"Wang, DW; Qiao, XQ; Liu, Y; Mao, WX; Lu, ZY; Li, MZ; Hu, YX",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,10.1057/s41599-026-06725-y,WOS:001810748600005,"Adolescents, while morally malleable, are susceptible to negative factors that can lead to moral shielding due to their ongoing physical, mental, and social development. Moral shielding creates a range of psychosocial problems that determine the trajectory of the adolescent's moral development. However, the intangible nature of moral shielding makes it challenging to define and measure systematically. This study aims to develop a comprehensive measurement tool for adolescent moral shielding and to provide a foundation for future research on its factors and developmental trajectories. Study 1 w",random_sample_395
Principles for ethical research in the Himalayas: Decolonising research ethics across the disciplines,2026,"Malik, IH",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,10.1057/s41599-026-06826-8,WOS:001739470300003,"Research in the Himalayan region has long been shaped by uneven power relations, driven by extractive academic practices, global conservation agendas, and development interventions. Although often unintentional, these approaches have tended to prioritise data collection over reciprocal relationships, producing knowledge that benefits external actors while silencing or marginalising local perspectives and communities. In this paper, I propose a framework for ethical research that centres the agency, knowledge systems, and material realities of Himalayan communities and ecologies. Drawing from c",random_sample_395
"Does ChatGPT help or hinder education? Exploring its benefits, challenges, student guilt, and the need for educator training",2026,"Bae, M; Wang, JY; Xue, HF; Chong, SM; Kwon, O; Ki, CW",INTERNATIONAL JOURNAL OF FASHION DESIGN TECHNOLOGY AND EDUCATION,10.1080/17543266.2024.2430585,WOS:001364582800001,"The advent of ChatGPT in educational settings has sparked ongoing debate about whether it serves as an innovative tool or a disruptive force. This study contributes to this discourse by offering a balanced exploration of the advantages and challenges of integrating ChatGPT into education, considering both student and educator perspectives. Additionally, we analyze whether students feel guilty using it and investigate the reasons behind such guilt. From the educators' viewpoint, the study goes beyond assessing ChatGPT's pros and cons by identifying the institutional training necessary for its e",random_sample_395
"Going Green with AI-Powered Virtual Influencers: The Role of Social Cues, Source Credibility and Environmental Identity",2026,"Wan, CL; Lee, DSY; Ng, PML; Leung, TCH",INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,10.1080/10447318.2025.2561771,WOS:001577855000001,"This study examines how AI-powered virtual influencers (VIs) encouraging green behavior among social media users. Drawing on the Computers-Are-Social-Actors (CASA) paradigm and integrating Source Attractiveness and Source Credibility models, this study proposes a framework that offers comprehensive insights into the psychological mechanisms through which virtual influencers (VIs) impact their followers' pro-environmental intentions. An online survey collected 603 valid responses from users who had interacted with sustainability content shared by VIs. Social cues (anthropomorphism, warmth, and ",random_sample_395
ChatGPT on the Road: Leveraging Large Language Model-Powered In-Vehicle Conversational Agents for Safer and More Enjoyable Driving Experience,2026,"Choe, M; Bond, YL; Hasan, BK; Siddiqui, A; Jeon, M",INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,10.1080/10447318.2026.2661827,WOS:001753684300001,"Studies on in-vehicle conversational agents have relied on pre-scripted prompts, constraining driver-agent interaction. The present study investigates an LLM-based in-vehicle agent capable of driver-initiated, multi-turn dialogues under manual driving conditions. Forty drivers participated in a driving simulator study using a within-subjects design comparing three conditions: no agent, pre-scripted agent, and ChatGPT-based agent. Results showed that the ChatGPT-based agent condition was associated with more stable driving performance across multiple metrics, including lower variability in long",random_sample_395
"Synthesizing VR Immersion, Presence, and Interactivity on TAM Variables in Visual Culture Art Education: A Meta-Analytic Structural Equation Modeling Approach",2026,"Lin, XF; Norman, H; Kamsin, IF; Yang, HP; Zhang, WY",INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,10.1080/10447318.2026.2633215,WOS:001719037900001,"This study uses Meta-Analytic Structural Equation Modeling (MASEM) to synthesize 34 empirical studies examining how VR characteristics-immersion (IMM), presence (PRE), and interactivity (INT)-relate to key TAM variables, including perceived usefulness (PU), perceived ease of use (PEOU), and behavioral intention (BI) in visual culture art education (VCAE). The MASEM model fits the pooled correlation matrix well. Among them, INT demonstrates the strongest direct association with BI, whereas IMM exerts the highest total association, operating primarily through indirect paths. In particular, IMM i",random_sample_395
A Hybrid Structural Equation Modeling-Artificial Intelligence Model for Enhancing Cybersecurity of Personal Information in Mobile Applications,2026,"Alrusaini, OA",INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,10.1080/10447318.2025.2508314,WOS:001501192400001,"Cyber threats are growing in sophistication due to global interconnectedness. This study used a hybrid structural equation modelling-artificial intelligence approach to analyses the intricacies of cybersecurity in the mobile applications environment by unravelling the dynamics between users' awareness, privacy concerns, user behaviour, application security capabilities, and AI to appreciate how they work together to yield exceptional cybersecurity outcomes. Our research indicated that users' awareness of cybersecurity issues resulted in individual behaviour and privacy concerns, underlining th",random_sample_395
Investigating Academic Intention to Adopt Virtual Reality Through the Integration of the Unified Theory of Acceptance and Use of Technology and the Protection Motivation Theory in Higher-Education Institutions,2026,"Alkhwaldi, AF; Alshammari, SH",INTERNATIONAL JOURNAL OF INFORMATION AND COMMUNICATION TECHNOLOGY EDUCATION,10.4018/IJICTE.401498,WOS:001700590500001,"This research investigated factors influencing Jordanian academics' intention to use virtual reality (VR) technology in higher-education institutions. Recognizing VR's transformative potential in education, the study integrated the unified theory of acceptance and use of technology with protection motivation theory to develop a comprehensive theoretical framework for VR adoption. An online survey collected data from Jordanian academics, analyzed using structural equation modeling. Findings revealed that threat appraisals, telepresence, effort expectancy, social influence, and facilitating cond",random_sample_395
"Interviewer and Respondent Sociodemographic Characteristics, Rapport, and Their Joint Impact on Data Quality in the NESDA Study",2026,"Horsfall, M; Hoogendoorn, AW; Draisma, S; Eikelenboom, M; Penninx, BWJH",INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH,10.1002/mpr.70090,WOS:001797121300001,"Objectives Data quality in face-to-face interviews may be affected by sociodemographic characteristics of interviewers and respondents (age, education, and gender) as well as their (dis)similarity. Similarity in these characteristics may foster rapport, potentially enhancing cooperation and improving data quality. This study examined the associations between interviewer and respondent sociodemographics, their similarity, and data quality, and whether rapport mediates these relationships in a sample of respondents with and without a depressive or anxiety disorder.Methods Baseline data from the ",random_sample_395
Comparing self-administered mixed-mode and face-to-face designs in a repeated cross-sectional survey,2026,"Asimov, A",INTERNATIONAL JOURNAL OF SOCIAL RESEARCH METHODOLOGY,10.1080/13645579.2025.2545974,WOS:001548008600001,"Repeated cross-sectional surveys, such as general social surveys, aim to maintain consistency across each survey to ensure valid comparisons. Traditionally conducted face-to-face, these surveys face declining response rates and rising costs, increasing interest in self-administered mixed-mode designs. This study investigates the effects of switching from face-to-face to self-administered mixed-mode designs on selection bias and measurement bias using data from the 2023 German General Social Survey (ALLBUS). Respondents were randomly assigned to a face-to-face, concurrent, or sequential self-ad",random_sample_395
Can LLMs help redefine core journals in Library and Information Science? A content-based classification approach using large language models,2026,"Kim, E",JOURNAL OF DOCUMENTATION,10.1108/JD-07-2025-0189,WOS:001605186400001,"PurposeThis study examines whether large language models (LLMs) can provide consistent content-based classification of core Library and Information Science (LIS) journals.Design/methodology/approachUsing 4,405 abstracts from ten core LIS journals (2019-2024), four LLMs - Claude 3 Haiku, GPT-4o Mini, Gemini Flash 2.0 and DeepSeek Coder Instruct - were prompted to classify each article into one of three categories: Core (central to the LIS field), CorePeriph (partially aligned with core themes) or Peripheral (loosely related or interdisciplinary). Inter-model agreement and journal-level classifi",random_sample_395
Do Racial Differences Exist in Survey Data Quality?,2026,"Ahn, Y; Chang, AC",JOURNAL OF ECONOMICS RACE AND POLICY,10.1007/s41996-025-00181-7,WOS:001737644500001,"We investigate whether there is a difference in survey data quality based on the race of the respondent in the Survey of Consumer Finances (SCF), an interviewer-administered survey on U.S. household finances. We measure data quality as either the rate that respondents answer questions, or the rate that SCF staff edit inconsistent or unusual answers discovered in raw interview data in order to improve the final SCF data. Holding interview complexity fixed, for the most part we find data quality is similar between households of different races in the SCF. There is some evidence of worse data qua",random_sample_395
The impact of prosocial behavior on the social entrepreneurial intention of the youth: a theory of planned behavior perspective,2026,"Al Sawaey, S; Palalic, R; As-Saber, MSN; Al Riyami, S; Backhirov, AA",JOURNAL OF ENTREPRENEURSHIP AND PUBLIC POLICY,10.1108/JEPP-07-2024-0112,WOS:001483499800001,"PurposeThis study aims to assess the extent to which the constructs of theory of planned behavior drive the social entrepreneurial intention (SEI) of the youth and provide a nuanced understanding of the role of prosocial behavior in shaping this intention.Design/methodology/approachA questionnaire was used to collect data with a sample size of 690 students, regarded as youth, across higher education institutions in Oman. Data analysis was performed using SPSS 25.0 and partial least squares structural equation modeling.FindingsThe results of the preliminary analysis confirmed that subjective no",random_sample_395
The effects of actors' interests and power on compliance with institutional arrangements: Mixed-methods insights from Cameroon's forest landscape restoration governance,2026,"Owusu, R; Kimengsi, JN; Giessen, L",JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2025.128295,WOS:001641316000001,"Actors' roles in forest landscape restoration (FLR) have gained scientific traction, although there is a lack of clarity on the link between actors' interests, power, and institutions in sub-Saharan Africa. We used actor-centred power and endogenous-cum-exogenous institutional analytical lenses to determine the effects of actors' interests and power elements on institutional compliance in rural Cameroon's FLR. We used interviews, focus group discussions, household surveys, and non-participant observations to obtain data for this study. The logistic regression and content analyses revealed that",random_sample_395
"Applying protection motivation theory to assess collaboration, urban tree risks and storm management in the US",2026,"Cadaval, S; Clarke, M; Roman, LA; Conway, TM; Koeser, AK; Eisenman, TS; Colee, J",JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2026.130313,WOS:001811605100001,"Urban trees are vital components of urban societies and ecosystems, but their management is often contested by diverse and sometimes conflicting goals. As storm frequency and intensity increases, it is important to understand the factors that impact municipal level proactive and reactive storm responses to urban trees including pruning, removal, and emergency procedures. Therefore, we surveyed 920 urban forestry professionals in the Northeastern and Southeastern United States to assess their perceived storm threats, socio-demographic characteristics and whether their affiliated organizations h",random_sample_395
Saving for the future? Integrating time orientations into the norm-activation model of utility-saving behavior,2026,"Shen, YY; Ru, P",JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,10.1080/09640568.2024.2421910,WOS:001353136900001,"Resource management involves a temporal concern over long- and short-term consequences. It is underexplored how resource conservation behaviors can be influenced by individual differences in consideration of future consequences (CFC), which reflects how people perceive the immediate versus distant outcomes of their actions. By integrating individuals' time orientations (i.e. CFC) into the value-belief-norm framework, the study investigated the norm activation process in utility-saving behavior. Survey data from 996 residents in Guangzhou, China, were analyzed using partial least squares struct",random_sample_395
Does psychological distance to climate change affect climate action? Preregistered meta-analyses of correlational and experimental evidence,2026,"Langlais, C; Mauduy, M; Chesterman, A; Demarque, C; Sénémeaud, C",JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,10.1016/j.jenvp.2026.103000,WOS:001733425700001,"Psychological distance (PD) to climate change is often assumed to reduce climate action. Yet, correlational and experimental studies have yielded inconsistent findings. Although several systematic reviews have addressed this topic, a quantitative meta-analytical synthesis has been lacking. In this context, we conducted two meta-analyses of correlational and experimental studies to more systematically quantify the relationship between PD and climate action, assess between-study heterogeneity, and explore potential moderators. An analysis of 40 correlational studies (82 effect sizes, N-total = 3",random_sample_395
Coercive Control in Commercial Sexual Exploitation: Examining Prevalence and the Pros and Cons of Semi-Structured Interviews Versus Likert-Scale Self-Reports,2026,"Doychak, K; Raghavan, C",JOURNAL OF INTERPERSONAL VIOLENCE,10.1177/08862605261431782,WOS:001731944300001,"The inclusion of coercion in trafficking law has highlighted the need for a comprehensive, practical, and ecologically valid assessment of coercion. Accordingly, we examined coercive control (CC) using a semi-structured interview (The Brief Interview of Coercive Control [BICC]; Raghavan & Doychak, 2025) and a Likert self-report (The Checklist of Controlling Behaviors [CCB]; Lehmann et al., 2012) to systematically document type, frequency, and severity of CC in a sample of former victims of sex trafficking. CC tactics including surveillance and stalking, microregulation, manipulation, isolation",random_sample_395
Prediction Performances of Species Distribution Models for Marine Fish Species Vary with Sampling Design and Model Algorithm,2026,"Li, YD; Zhang, CL; Ma, YH; Xue, Y; Ji, YP; Ren, YP; Xu, BD",JOURNAL OF OCEAN UNIVERSITY OF CHINA,10.1007/s11802-026-6388-3,WOS:001773057500001,"Species distribution models (SDMs) are commonly used in predicting fish species distribution pattern and its change. However, the data collected from fishery-independent surveys may have deviations from the natural situation, leading to bias in ecological studies. This study aimed to explore the impact of sampling designs of fishery-independent surveys on the prediction of SDMs for marine fish species. The sampling designs included simple random sampling (SRS), stratified random sampling (StRS), systematic sampling (SYS) and stratified systematic sampling (StSS). Generalized linear model (GLM)",random_sample_395
Online Learning Self-Efficacy Scale: Measurement Invariance Across Various Demographic Characteristics,2026,"Kim, SY; Gezer, T; Lee, OTL",JOURNAL OF PSYCHOEDUCATIONAL ASSESSMENT,10.1177/07342829251377983,WOS:001569478100001,"The increased awareness of the importance of self-efficacy in online learning has led to a development of several scales. Of those, the Self-Efficacy Questionnaire for Online Learning (SeQoL) has served as a key instrument for researchers who examined students in online learning environments (Tsai et al., 2020). However, its utility with a diverse population has not been tested in the literature. Specifically, measurement invariance of the SeQoL has never been investigated. Ensuring measurement invariance of the SeQoL helps determine the adequacy of the measurement to diverse populations. This",random_sample_395
Who prefers smartphone surveys? Revisiting predictors of survey mode preference,2026,"Olson, K; Smyth, JD",JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,10.1093/jrsssa/qnag001,WOS:001665744500001,"Survey researchers attempt to anticipate sample members' preferred mode for participation to increase response rates and reduce survey costs. Research conducted in the early 2000s showed that mode familiarity, mode access, and cognitive and physical abilities predicted mode preferences. Much has changed in technology and communication methods since this initial work. This paper reexamines predictors of survey mode preferences using a general population mixed-mode survey conducted in 2022 and extends these models to examine preferences for taking surveys on computers vs. mobile devices. In the ",random_sample_395
Frequency reproducibility of solid-state thorium-229 nuclear clocks,2026,"Ooi, T; Doyle, JF; Zhang, CK; Higgins, JS; Ye, J; Beeks, K; Sikorsky, T; Schumm, T",NATURE,10.1038/s41586-025-09999-5,WOS:001672896000001,"Solid-state thorium-229 (229Th) nuclear clocks1, 2, 3, 4-5 are set to provide new opportunities for precision metrology and fundamental physics6, 7-8. Taking advantage of inherent low sensitivity of a nuclear transition to its environment9, orders of magnitude more emitters can be hosted in a solid-state crystal compared with current optical lattice atomic clocks10. Furthermore, solid-state systems needing only simple thermal control11 are key to the development of field-deployable compact clocks. Here we explore and characterize the frequency reproducibility of the 229Th:CaF2 nuclear clock tr",random_sample_395
The long-term effect of repeated exposure to degraded nature via immersive virtual reality on environmental awareness and pro-conservation behavioral intention: A longitudinal approach,2026,"Nouri, I; Chaabane, K; Bouzaabia, R",NATURE CONSERVATION-BULGARIA,10.3897/natureconservation.63.176597,WOS:001766713500001,"Immersive virtual reality is increasingly being used as a tool for promoting environmental awareness, particularly to strengthen engagement with nature. However, most research has focused on the short-term effects of a single exposure, neglecting the issue of sustainability and the potential reinforcement of effects through repeated exposure. Furthermore, few studies have examined the role of affective factors such as love and care for nature in this context. The aim of this study was to examine short-and long-term differences in levels of environmental awareness and pro-conservation behaviora",random_sample_395
Representativeness and ecological alignment of Japan's marine protected areas: A reproducible national baseline and priority gaps for 30×30,2026,"Li, LY; Xu, ZH; Yan, YR",OCEAN & COASTAL MANAGEMENT,10.1016/j.ocecoaman.2026.108307,WOS:001827909200001,"Area-based conservation targets can conceal ecological bias. This study establishes a reproducible national baseline for the representativeness and ecological alignment of Japan's designated MPA/OECM estate. OBIS and GBIF records from 2000 to 2025 were harmonized and summarized on 20-km and 25-km equal-area grids, and label-specific Q90 hotspots were identified from positive occurrence-based biodiversity values. Designation coverage was evaluated alongside a study-specific Gini-based protection-alignment index (PAI), while ecological gaps were ranked on a common grid using transparent patch at",random_sample_395
One questionnaire-Two points in time: Has plant species knowledge of laypeople changed over a period of 20 years?,2026,"Lindemann-Matthies, P; Gellesch, T; Matthies, D",PEOPLE AND NATURE,10.1002/pan3.70331,WOS:001747734300001,"Concern has been raised that in recent decades knowledge of plant species has severely declined in western countries. However, in the absence of regularly repeated and standardized surveys, no reliable statement can be made as to whether plant species knowledge has actually declined in recent decades. The present study aimed to contribute to filling this knowledge gap by repeating a survey on the knowledge of plant species 20 years later. Laypeople (all adults) were asked to identify 15 common wild plant species of Germany, which were presented to them as photographs. Based on previous researc",random_sample_395
Self-reported perception of statistical literacy: Evidence from a National Survey of US Adults,2026,"Anyaso-Samuel, S; Ramos, ML",PLOS ONE,10.1371/journal.pone.0350282,WOS:001803132700041,"Amid growing recognition of the role statistical literacy plays in informed decision-making, we examined self-reported statistical literacy and willingness to apply statistical reasoning in everyday contexts using data if they understood statistics better through secondary data analysis of a nationally representative survey of U.S. adults. The survey showed that 62% of U.S. adults self-report having little to no idea what statistics or statistical concepts like p-values are, but 90% of them would base decisions on reported statistics at least sometimes if they understood them better. Survey-we",random_sample_395
"Valuing tourist perception of cultural ecosystem services of Nubra Valley, Ladakh",2026,"Dolma, T; Tashi, T; Sharma, A; Uniyal, SK",PROCEEDINGS OF THE INDIAN NATIONAL SCIENCE ACADEMY,10.1007/s43538-026-00747-5,WOS:001727722600001,"The Nubra valley in Ladakh, a high-altitude cold desert region of the Trans-Himalaya, offers substantial Cultural Ecosystem Services (CES) that contribute significantly to human welfare and resource sustainability through services like aesthetics, recreation, deep-rooted spirituality and cultural identity. This research applies the Individual Travel Cost Method (ITCM) to economically appraise the CES perceived by tourists visiting Nubra Valley. Based on primary data from 100 respondents from major tourist locations, CES were classified into seven categories and evaluated for satisfaction and w",random_sample_395
